"beta"	"gamma"	"sample_size"	"not_beta"	"not_gamma"	"not_r0"	"jitter_beta"	"jitter_gamma"	"jitter_r0"
0.5	0.2	183	0.564249738290922	0.21093205851916	2.67503072909929	0.567093103404849	0.210871125228457	2.68928760535831
0.2	0.05	196	0.192965795566588	0.0458442636574085	4.20915901297074	0.192685036336734	0.0456676294450435	4.21929140352274
0.2	0.1	174	0.203112051173938	0.088366415630706	2.29852087723879	0.202965276273546	0.0884896732350722	2.29366059172092
0.2	0.2	48	0.220026185764041	0.193012486762176	1.13995829728442	0.221968921561748	0.195031116710825	1.1381205486859
0.3	0.05	200	0.329156084985105	0.0561744162800214	5.85953725525708	0.329757377566813	0.0559961172183279	5.88893291084978
0.3	0.1	189	0.333967008205467	0.0980142743841715	3.40733031289369	0.329344088083545	0.0970026342431867	3.39520767299861
0.3	0.2	70	0.281627644263349	0.232775235002595	1.20986944448884	0.27819217890635	0.230674439109296	1.205994821015
0.4	0.05	200	0.389236596020609	0.0519999884269372	7.48532082016724	0.393225637873726	0.0519254021834477	7.57289537179695
0.4	0.1	197	0.417584838550807	0.093517872761308	4.46529445357079	0.413975762271969	0.0935583087461747	4.4247888596949
0.4	0.2	168	0.399200406388272	0.181435537314024	2.20023272341265	0.401629565400965	0.182253688411444	2.20368415532021
0.5	0.05	200	0.556414122694178	0.0486092831805388	11.4466638116759	0.557003627708912	0.0487691875950029	11.4212201428179
0.5	0.1	199	0.509539324295382	0.103636944777451	4.91657994540035	0.512914887559051	0.103409952775794	4.96001471609909
0.5	0.2	183	0.518491174514835	0.205275748001607	2.52582771984723	0.512096484753412	0.203056221866071	2.52194431693491
0.2	0.05	193	0.205379756164597	0.0555368518884414	3.69808062900558	0.205371529436456	0.0554839755621391	3.70145663420334
0.2	0.1	17	0.11475076255999	0.11528417313305	0.995373080635756	0.114450789218101	0.115032496812737	0.994943102073298
0.2	0.2	17	0.215014867093963	0.215184023628635	0.999213898263361	0.211554745713091	0.21153302910684	1.0001026629569
0.3	0.05	200	0.276907499369675	0.0603378105306381	4.58928650102522	0.277637589318145	0.0605707955433333	4.58368735011113
0.3	0.1	194	0.322552210135594	0.0995054069713396	3.24155460444977	0.32702356649955	0.100502548170998	3.253883333815
0.3	0.2	131	0.279060171679263	0.17138886045719	1.62822817617699	0.282028108668452	0.173191310956533	1.62841950390476
0.4	0.05	200	0.418846312487579	0.0470864320239402	8.89526546149481	0.418176720173401	0.0470501796301376	8.88788785634181
0.4	0.1	195	0.379078256545641	0.0955434200991356	3.96760191494412	0.377161796401183	0.095004605311645	3.96993172240412
0.4	0.2	153	0.401067778545912	0.211388092814597	1.89730544046148	0.407171673695818	0.213523578152164	1.90691668442187
0.5	0.05	200	0.552163142944112	0.0555495451322486	9.94001195922593	0.555138399229361	0.0555929454722851	9.98577057778159
0.5	0.1	200	0.530348275366797	0.0977511362691822	5.42549473702638	0.532356030254953	0.0986232894797852	5.39787339342468
0.5	0.2	169	0.449140515529424	0.209860459466872	2.14018646804842	0.439841509676216	0.205914653967279	2.13603792251769
0.2	0.05	195	0.211607919685006	0.0497603166354581	4.25254367320924	0.210998508121206	0.0497145030490983	4.24420431021553
0.2	0.1	150	0.186813642015827	0.105842761027747	1.76501104281335	0.185763487866072	0.105092972035937	1.76761094740522
0.2	0.2	48	0.221535992087878	0.194831872654232	1.13706237624189	0.227150091677606	0.199758509173726	1.13712348283526
0.3	0.05	200	0.317757792497447	0.046391813243041	6.8494367924951	0.319648941385276	0.0464697078289953	6.87865184264894
0.3	0.1	191	0.307582900972749	0.107940810125768	2.84955153305194	0.30969805100966	0.108853201440236	2.84509823240885
0.3	0.2	124	0.30382337948658	0.196674796448003	1.5448007826814	0.302401274047473	0.19568694642967	1.54533186584398
0.4	0.05	200	0.394042190919214	0.0516124139317014	7.63463982600483	0.39631969502087	0.0517269745334317	7.66176059194656
0.4	0.1	199	0.393773441179369	0.0783643425443102	5.02490582316458	0.393329584281327	0.0782926297174997	5.02383922599819
0.4	0.2	168	0.395384917279652	0.185166742299931	2.13529121033631	0.391894755717455	0.18480928403315	2.12053608544449
0.5	0.05	200	0.485814160396277	0.0548588638185211	8.85570948030205	0.485140516725765	0.0549503982341795	8.82869883232264
0.5	0.1	200	0.546187913671449	0.100709185340281	5.42341705799689	0.544179471083677	0.100431398859068	5.41841971002819
0.5	0.2	185	0.605350621334426	0.210596102500492	2.87446260470567	0.602718814334708	0.208076968097037	2.89661474716236
0.2	0.05	198	0.21318730407241	0.0491112406906472	4.34090650275528	0.213011935185013	0.0491954497436156	4.32991132909923
0.2	0.1	186	0.227003080671501	0.0876521363543229	2.58981800231165	0.227919262684258	0.0879640405605995	2.59105040232028
0.2	0.2	36	0.211933306827244	0.193668722280097	1.09430838563974	0.214276791232053	0.195574635272231	1.09562669481035
0.3	0.05	200	0.277874857584869	0.0486148619719955	5.71584174701427	0.278226424699801	0.0487097993299991	5.71191892651564
0.3	0.1	186	0.285626255297088	0.0971532729890385	2.93995504741579	0.286003674829978	0.0972738476447426	2.94019082985699
0.3	0.2	150	0.369793134026375	0.19959501967196	1.85271724031061	0.37343329201303	0.202722257361042	1.84209320118194
0.4	0.05	200	0.405610685704877	0.0474690202319874	8.54474526170128	0.398687881095934	0.047284996772078	8.43159370439802
0.4	0.1	197	0.334489539538283	0.0927389923394628	3.60678427811588	0.335702984686768	0.0929019846761666	3.61351790122618
0.4	0.2	116	0.36161433416259	0.242321031622419	1.49229446466724	0.359844923468001	0.241333970550684	1.49106618785119
0.5	0.05	200	0.50921134885959	0.0529781192625219	9.61172944506205	0.507714428924113	0.0530390772785235	9.57245968397899
0.5	0.1	196	0.445421904464626	0.10184420523647	4.37356159273284	0.44645867678524	0.101959141349051	4.37879988864181
0.5	0.2	177	0.49683076578811	0.195577630310543	2.54032511284256	0.498368067320857	0.19337681368323	2.57718626048536
0.2	0.05	192	0.170362547743071	0.0500796464373197	3.40183207875276	0.171043303474293	0.0502601083765027	3.40316224933288
0.2	0.1	155	0.194593724963037	0.107766604608821	1.80569598225153	0.192869462726605	0.107111376740211	1.80064404544433
0.2	0.2	35	0.200375624328763	0.184515766538404	1.08595394360004	0.199835206497985	0.183753663868314	1.08751685430989
0.3	0.05	199	0.270655863061672	0.0507071343666402	5.33762884537476	0.270167012932042	0.0506949862170623	5.32926494496437
0.3	0.1	170	0.265016515169617	0.117918337115068	2.2474580430269	0.263039652316452	0.117744188385423	2.23399265750103
0.3	0.2	107	0.283508283063957	0.203516243814444	1.39304989985195	0.281080271751762	0.202494886051293	1.38808577951229
0.4	0.05	200	0.402724204677106	0.0484379205888137	8.31423396755209	0.403508136402247	0.0485262728714007	8.31525094605106
0.4	0.1	195	0.39374906592903	0.108361959627518	3.63364659777747	0.392878218358403	0.107701050362721	3.64785874450851
0.4	0.2	162	0.412903060093086	0.199764981664863	2.06694414932942	0.415825215586376	0.200455632440226	2.07440025767483
0.5	0.05	200	0.455484986683622	0.0533653673190892	8.53521693123793	0.455534873644504	0.053362654832519	8.53658565291063
0.5	0.1	197	0.483921790394901	0.10060197510229	4.81026132839697	0.479004676269706	0.100104934200736	4.7850256342927
0.5	0.2	189	0.577207328389774	0.207539418128191	2.78119372982558	0.586240469384069	0.211074997143547	2.77740365897236
0.2	0.05	195	0.224492894592075	0.0588751080040635	3.81303580074248	0.224863236342138	0.0588371551724513	3.82178974634421
0.2	0.1	172	0.219826180595006	0.0945298071449671	2.32546947078702	0.217629478683409	0.0938114053999054	2.31986161763256
0.2	0.2	18	0.268059105902541	0.267851936138993	1.00077344881853	0.261084821102338	0.260842771699292	1.00092795135349
0.3	0.05	200	0.319981143248107	0.04846751246676	6.60197164992853	0.318900506816893	0.0485454526952207	6.56911181401526
0.3	0.1	180	0.282502049180612	0.101101173048865	2.79425095338974	0.284843122797814	0.101582938976427	2.80404490820957
0.3	0.2	121	0.308163383033774	0.2022783104219	1.52346231482271	0.306710903004422	0.201931897531066	1.51888288454892
0.4	0.05	199	0.417095004543041	0.0500023696717847	8.34150475829145	0.420212222333426	0.0498763330083174	8.42508253891382
0.4	0.1	196	0.393579042915794	0.0985004912664658	3.99570639552523	0.396257798972074	0.0984018889083139	4.02693285025542
0.4	0.2	160	0.397424485537682	0.19327467420769	2.0562677814198	0.401902513628828	0.195412513904753	2.05668769925718
0.5	0.05	200	0.482525136636726	0.0454233515301086	10.6228431056411	0.484586502240639	0.0453631266662348	10.6823876097882
0.5	0.1	198	0.430195835596735	0.0900776623519602	4.77583259116819	0.436040724596837	0.0903717019157135	4.82496971234996
0.5	0.2	188	0.512671667142231	0.189251011720393	2.70895073416925	0.518052517388057	0.191110243916119	2.71075221700537
0.2	0.05	197	0.192894994737661	0.0495279726959049	3.89466768450247	0.193501130329857	0.0494585897658279	3.91238673092032
0.2	0.1	138	0.191717388326649	0.114821439249475	1.66970027182904	0.193420796026048	0.115512746173936	1.67445413976048
0.2	0.2	22	0.140156896458177	0.137484886557563	1.01943493548649	0.142789720801732	0.140176553187084	1.01864197367701
0.3	0.05	198	0.303421936926397	0.0504093835261329	6.01915587341193	0.306470720351704	0.0503519958071009	6.0865654963469
0.3	0.1	183	0.312146402813609	0.10614015017772	2.9408890254155	0.313434787452795	0.106585166601102	2.94069801125173
0.3	0.2	52	0.224121840742449	0.193656450560433	1.15731668164861	0.225960813303308	0.194883258232151	1.15946754663829
0.4	0.05	200	0.449184628217496	0.0516560949829244	8.69567528025453	0.446812070813989	0.0517049713612746	8.64156886756614
0.4	0.1	197	0.436785428451731	0.0911389256375445	4.79252334165982	0.439601151120593	0.09125268031699	4.81740535832508
0.4	0.2	139	0.394847071771901	0.230577758671617	1.71242479780642	0.392581776483346	0.229567809763665	1.71009069994396
0.5	0.05	200	0.525493420524821	0.0551531416394624	9.52789641540251	0.527619649296213	0.0552242082836456	9.55413695722398
0.5	0.1	200	0.595134116708997	0.0977073863187238	6.09098389724248	0.590091212188264	0.0976911890586089	6.04037291258933
0.5	0.2	178	0.501166651407604	0.20964255798424	2.39057687631001	0.50465202807018	0.209578781023216	2.4079347422785
0.2	0.05	198	0.181485735600039	0.0491398479590819	3.69324983974634	0.1803579824989	0.049081617318599	3.67465442974625
0.2	0.1	137	0.18862238916118	0.110355735197915	1.70922144483837	0.187501596767502	0.110061164815185	1.70361268738483
0.2	0.2	82	0.210819556031827	0.162012813152509	1.30125236349902	0.212259581772392	0.162685408608873	1.30472415189186
0.3	0.05	200	0.347180636900641	0.0589071640270607	5.89369124511161	0.347588800814949	0.0587645213112879	5.91494311633543
0.3	0.1	192	0.338534291110873	0.10693329282313	3.16584556758031	0.339918992434681	0.107412675800131	3.16460780724975
0.3	0.2	24	0.234758094024637	0.226620394264948	1.03590894714522	0.231517468346457	0.223529724688113	1.03573459265648
0.4	0.05	200	0.358112672890222	0.048849662065813	7.33091402777264	0.358176903746361	0.0489055588399388	7.32384849989395
0.4	0.1	196	0.394707553670951	0.096124483973262	4.10621245863585	0.391929129100532	0.0961336324860634	4.076920001513
0.4	0.2	110	0.348779450439549	0.23461962655975	1.48657405841846	0.341005970794373	0.228652347896793	1.49137314325017
0.5	0.05	200	0.459691811207034	0.0451994002077214	10.1703077716616	0.459504889834219	0.04524913994014	10.1549972097171
0.5	0.1	197	0.481772488148608	0.0995938261604882	4.83737302523418	0.482129896225006	0.100020979547801	4.82028768769048
0.5	0.2	167	0.449307801052619	0.218402161882476	2.05724978718112	0.447442563297135	0.217525437214602	2.0569666197508
0.2	0.05	197	0.197628358724717	0.0461336658918471	4.28382082594574	0.196778844581577	0.0459472565459668	4.2827115125952
0.2	0.1	170	0.233974916257237	0.104202695717211	2.24538256565076	0.23422858726861	0.103542135934434	2.2621571899669
0.2	0.2	35	0.182786298797328	0.168908711998027	1.08216027838436	0.179966553171899	0.166365180171999	1.08175612821047
0.3	0.05	200	0.321374216538282	0.057669795322549	5.5726609525979	0.317795177747441	0.0574881939988852	5.52800767673453
0.3	0.1	177	0.257485356385954	0.103865911348906	2.47901696564343	0.257167565967306	0.103914960609131	2.47478865853229
0.3	0.2	152	0.324426415298296	0.176893140078535	1.83402485339037	0.320972827574195	0.176202939393872	1.82160881469017
0.4	0.05	200	0.372513649461838	0.0515940982499046	7.22008256947348	0.36945703633725	0.0515650523952275	7.16487270303722
0.4	0.1	197	0.40916065970626	0.108753222619868	3.76228538198288	0.412359737261741	0.109413563330956	3.76881736329551
0.4	0.2	165	0.431615886989374	0.198277081314873	2.1768319572142	0.430887430776786	0.196948786584484	2.18781460017754
0.5	0.05	200	0.513145101526846	0.0511014582607067	10.0416919397664	0.515662933024468	0.0510898483221392	10.0932562917986
0.5	0.1	198	0.533580141773457	0.110580049336138	4.82528399088969	0.532023522327165	0.110345161574728	4.82144857766933
0.5	0.2	186	0.537152692824697	0.199741271826442	2.68924237796701	0.546219319418885	0.20291694249598	2.69183692943583
0.2	0.05	194	0.17994247081897	0.0487081485743058	3.69429912829599	0.179972305919487	0.0487437528526209	3.6922127531633
0.2	0.1	130	0.179762265669954	0.112575952129104	1.59680875240388	0.181144826677618	0.113722373999978	1.5928688463508
0.2	0.2	67	0.224295936539909	0.184121855782186	1.21819289506428	0.222313868071226	0.183149208921635	1.21384017643422
0.3	0.05	200	0.273360312273907	0.0496554828132866	5.50513854233964	0.275435572509347	0.0497965255672759	5.53122069003046
0.3	0.1	195	0.357150128136486	0.0999128464940035	3.57461668513189	0.35495650802735	0.0994565071794953	3.56896213323415
0.3	0.2	139	0.343487594156149	0.196124810929121	1.75137246801622	0.345028854214466	0.196959801575085	1.7517729580111
0.4	0.05	200	0.418489910681552	0.048472610421498	8.63353359851129	0.414788528138093	0.0484640067957338	8.55869243098996
0.4	0.1	199	0.421037398002238	0.0953580677389343	4.41533063730831	0.42287223962502	0.094935727268518	4.45430031234669
0.4	0.2	156	0.353130033207193	0.178955818677088	1.97328053269052	0.345604081840938	0.174742719510095	1.97778816084508
0.5	0.05	200	0.466079056776932	0.0544730706449995	8.55613702804391	0.466823063720861	0.0543892430812633	8.58300349985341
0.5	0.1	200	0.517379362069579	0.0915869262590205	5.64905257991035	0.513647010405856	0.0913547189842057	5.62255585827658
0.5	0.2	184	0.539764288060998	0.215477554359541	2.50496758080129	0.540652692588025	0.216369015524358	2.49875284258139
0.2	0.05	197	0.190037505593875	0.0465056985853891	4.08632729696443	0.190382078409236	0.0465438936992817	4.09037713173047
0.2	0.1	169	0.191700591032482	0.0902037130250879	2.12519623199065	0.19146548485764	0.0902987455000035	2.12035597834117
0.2	0.2	25	0.201995612445197	0.192674328666168	1.04837844171332	0.196521681762395	0.187448649013235	1.04840276415393
0.3	0.05	199	0.26789684669589	0.0431009478336002	6.2155674100291	0.268055774830216	0.0431240209295244	6.21592720373379
0.3	0.1	189	0.273479303739135	0.0939167296730889	2.91193384491856	0.273361627121688	0.0938863281055084	2.91162337091815
0.3	0.2	133	0.284634822649707	0.173988867128841	1.63593698462862	0.285980237979467	0.174279833802914	1.64092558352373
0.4	0.05	200	0.389506810625179	0.0470172943241474	8.28433061119669	0.388171204837848	0.0471744597668237	8.22841865612283
0.4	0.1	197	0.406881590366937	0.0977105262333602	4.1641530964145	0.406385747881602	0.0973594310319091	4.1740768570064
0.4	0.2	149	0.375113431410984	0.20246552281445	1.85272744809375	0.372922305932561	0.202883003170197	1.83811507176734
0.5	0.05	200	0.533752115836938	0.0544273540328347	9.80668866458102	0.535806854825045	0.0545328002507906	9.82540512060496
0.5	0.1	199	0.479960697043036	0.0986168402321158	4.86692430941151	0.48824772524912	0.0989132245888757	4.93612181059186
0.5	0.2	187	0.50980410465434	0.184260050915161	2.76676415816834	0.513903827293472	0.18579543536562	2.76596583916165
0.2	0.05	195	0.184257803851351	0.0462670255291914	3.98248648457197	0.184077982707051	0.0461196520313008	3.99131334690296
0.2	0.1	151	0.211149955486102	0.110825790133303	1.90524204909461	0.210356282668445	0.111112588868767	1.89318136504669
0.2	0.2	50	0.2046985793972	0.180375475144333	1.13484706961079	0.205363026364797	0.180531721025705	1.13754538647286
0.3	0.05	199	0.304709768149723	0.0461350506456238	6.60473466237815	0.306313101904838	0.0462019630520419	6.62987201560692
0.3	0.1	193	0.346080844886888	0.0950044179767635	3.64278685409697	0.347185455209376	0.0951815823561282	3.64761171872893
0.3	0.2	129	0.285781713358581	0.17969607680989	1.59036145046686	0.285087701497012	0.179931229804178	1.58442590431509
0.4	0.05	200	0.387076623994081	0.0535513877254874	7.2281343291848	0.383532304582787	0.0535939695385925	7.15625858440302
0.4	0.1	197	0.41959900409223	0.0955557987922415	4.39114119075628	0.422040957985656	0.0960629527582962	4.3933789860442
0.4	0.2	164	0.410738845577358	0.184546651302451	2.22566404038513	0.410700928299604	0.185959744525928	2.20854749691454
0.5	0.05	200	0.507434354685302	0.053425103277993	9.49805098260476	0.505799764030508	0.0536066526490189	9.43539167315953
0.5	0.1	199	0.554521567205286	0.109061482775135	5.08448586150815	0.556066512628186	0.109148653799563	5.09457966975323
0.5	0.2	184	0.511340245828685	0.199779619425163	2.55952157332161	0.503399240743351	0.198103596395971	2.54109087316695
0.2	0.05	194	0.19705550262051	0.0545964360352112	3.60931073400875	0.197452400188616	0.0544021770354151	3.62949446048964
0.2	0.1	164	0.199578797294139	0.0992384207394511	2.0111041248644	0.200330290838637	0.0995379541897007	2.01260205184491
0.2	0.2	14	0.173286134375656	0.178647623803528	0.96998846492485	0.170694459973975	0.17595401029639	0.970108380516275
0.3	0.05	200	0.290985202197329	0.052303735305136	5.56337325622622	0.29132860280879	0.0524076363178947	5.55889605556042
0.3	0.1	185	0.317944043582303	0.09877650194384	3.21882266860465	0.316560583576662	0.0982696197495699	3.22134739488546
0.3	0.2	103	0.280782054864136	0.198455747308354	1.41483458490051	0.2835169443484	0.201553335517435	1.40665964976737
0.4	0.05	200	0.431565070750267	0.0513503047370823	8.40433319646134	0.431202453806459	0.051250198554756	8.41367381915135
0.4	0.1	198	0.438807312994603	0.109587070802312	4.00418872210009	0.437247631564721	0.109167967750276	4.00527407970931
0.4	0.2	130	0.374214758189152	0.22988982497474	1.62780043975531	0.380019006772271	0.23342506101187	1.62801288398484
0.5	0.05	200	0.506290142379108	0.055231369136346	9.16671359584195	0.505416460674625	0.0554046976106489	9.12226728907338
0.5	0.1	200	0.576283740174468	0.111763653799774	5.15627147629666	0.574677707381732	0.111999430824477	5.13107703451061
0.5	0.2	188	0.47470103720333	0.183443526385414	2.58772302602811	0.470438914718206	0.182683355684657	2.57516024355423
0.2	0.05	194	0.191325898660051	0.0472396771406485	4.05011020906026	0.191614237839618	0.0473192941776942	4.04938917981459
0.2	0.1	152	0.195573105003597	0.101050351623108	1.93540251827163	0.194350313945322	0.100310373827735	1.93748967857585
0.2	0.2	28	0.199069632732781	0.189506651515947	1.05046250957597	0.194049026178423	0.184343767957275	1.05264760685263
0.3	0.05	198	0.298358751944167	0.0481825938024412	6.19225177389787	0.297692494936867	0.0482795917161023	6.16601102775234
0.3	0.1	145	0.236398679594101	0.132309432188452	1.78671071052132	0.234064019187381	0.131558884471729	1.77915782827787
0.3	0.2	160	0.408229161798522	0.192967509084525	2.11553314718753	0.404483168762074	0.191720998397155	2.10974891714353
0.4	0.05	200	0.415718846622722	0.0487136490886692	8.53392949204083	0.418755942040637	0.0487053306702243	8.59774353809369
0.4	0.1	194	0.390062798362796	0.110940315798859	3.51596978568189	0.392526989460712	0.111023151406043	3.53554177205012
0.4	0.2	131	0.351751871509462	0.217510476612133	1.61717208747011	0.354924176438258	0.21879042583801	1.62221073010316
0.5	0.05	200	0.529471408789625	0.0434400871685529	12.1885438842517	0.522733548919057	0.0433380643720822	12.0617650209545
0.5	0.1	199	0.524710730860747	0.109667983183542	4.78453889302024	0.52731057145611	0.109672640248844	4.8080411874799
0.5	0.2	181	0.508138561674683	0.20030226195564	2.5368588288195	0.514966073276192	0.203818029296066	2.52659725469209
0.2	0.05	194	0.17820860463358	0.0533133997570077	3.34266067153513	0.178640987602909	0.0533404055277423	3.34907441807877
0.2	0.1	162	0.214619322960215	0.101844583901509	2.10732190891728	0.213013205562729	0.101566520702635	2.097277765243
0.2	0.2	39	0.181127234894827	0.165426278528678	1.09491210529424	0.183648511118876	0.167805858358378	1.09441060589591
0.3	0.05	199	0.288579438306958	0.0509152548579043	5.6678384329477	0.289006571635201	0.0509786780609808	5.66916567137129
0.3	0.1	187	0.324094287217875	0.0956845770738112	3.38711103846829	0.324262386695177	0.0959236541633691	3.38042153964361
0.3	0.2	71	0.294790353229328	0.237338046129797	1.24206952082226	0.293148014003638	0.237036156521219	1.2367227781024
0.4	0.05	200	0.356430809254298	0.0454187658808878	7.84765509016802	0.356734388584279	0.0454826924978233	7.84329970353781
0.4	0.1	189	0.356632992599269	0.110958469798019	3.21411239041472	0.356550764345705	0.110917685958061	3.21455285751741
0.4	0.2	160	0.410150099230308	0.196764818771332	2.08446866564576	0.416374522203334	0.201301163947219	2.06841587022571
0.5	0.05	200	0.496525545836978	0.0505646172270587	9.81962433547844	0.497752098519471	0.0504747402674504	9.8614098038352
0.5	0.1	197	0.439770552291472	0.0969548175200173	4.53582981784971	0.439497566026929	0.0970920300418335	4.52660806286124
0.5	0.2	188	0.539799432875368	0.200060872504373	2.69817594074308	0.545367611008802	0.204525873606034	2.66649691500309
